,Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
58,2022,1,3,8,30,-12.600000000000001,31,-2.6,238,0.68,24,112,936,3.3000000000000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,2022,1,3,9,30,-12.5,118,0.2,234,0.68,109,44,936,3.9000000000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,2022,1,3,10,30,-11.5,264,2.7,227,0.68,197,202,936,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,2022,1,3,11,30,-9.600000000000001,414,5.2,218,0.68,122,708,935,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,2022,1,3,12,30,-8.3,416,7.1000000000000005,215,0.68,191,504,934,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,2022,1,3,13,30,-8.4,408,8.1,215,0.68,171,548,933,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,2022,1,3,14,30,-7.6000000000000005,369,7.300000000000001,208,0.68,130,641,932,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,2022,1,3,15,30,-4.9,259,4.7,196,0.68,67,708,932,2.4000000000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,2022,1,3,16,30,-5.5,82,1.8,190,0.68,72,78,931,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,2022,1,3,17,30,-6.6000000000000005,0,0.4,191,0.68,0,0,931,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,2022,1,3,18,30,-6.5,0,0.1,194,0.22,0,0,931,3.4000000000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,2022,1,3,19,30,-6.300000000000001,0,-0.4,197,0.22,0,0,930,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,2022,1,3,20,30,-6.1000000000000005,0,-0.8,200,0.22,0,0,929,3.4000000000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,2022,1,3,21,30,-6,0,-1.3,202,0.22,0,0,929,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,2022,1,3,22,30,-6.2,0,-1.7000000000000002,202,0.22,0,0,928,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,2022,1,3,23,30,-6.6000000000000005,0,-2,200,0.22,0,0,927,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,2022,1,4,0,30,-7.1000000000000005,0,-2.2,197,0.22,0,0,926,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,2022,1,4,1,30,-7.5,0,-2.3000000000000003,194,0.22,0,0,925,2.9000000000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,2022,1,4,2,30,-7.7,0,-2.3000000000000003,192,0.22,0,0,924,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,2022,1,4,3,30,-7.7,0,-2.1,191,0.22,0,0,923,2.4000000000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,2022,1,4,4,30,-7.6000000000000005,0,-1.9000000000000001,193,0.22,0,0,922,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,2022,1,4,5,30,-7.4,0,-1.6,200,0.22,0,0,921,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,2022,1,4,6,30,-7.1000000000000005,0,-1.5,216,0.22,0,0,920,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,2022,1,4,7,30,-7.2,0,-1.3,241,0.22,0,0,919,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,2022,1,4,8,30,-7,46,0.6000000000000001,264,0.22,26,300,919,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,2022,1,4,9,30,-6.4,155,3.9000000000000004,281,0.22,67,408,919,4.1000000000000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,2022,1,4,10,30,-5.5,340,6.800000000000001,290,0.22,43,888,919,4.800000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,2022,1,4,11,30,-4.6000000000000005,433,9.3,289,0.22,46,934,918,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,2022,1,4,12,30,-4.3,471,11.3,285,0.22,45,949,918,5.800000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,2022,1,4,13,30,-4.4,454,12.3,288,0.22,44,942,917,7.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,2022,1,4,14,30,-4.5,381,11.600000000000001,298,0.22,41,906,918,7.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,2022,1,4,15,30,-4.4,262,9.1,316,0.22,38,821,919,6.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,2022,1,4,16,30,-4.1000000000000005,105,5.1000000000000005,337,0.22,29,557,921,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,2022,1,4,17,30,-4.7,2,1.4000000000000001,347,0.22,3,37,924,7.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,2022,1,4,18,30,-5.7,0,-0.9,340,0.21,0,0,927,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,2022,1,4,19,30,-7.9,0,-2.5,332,0.21,0,0,929,6.800000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,2022,1,4,20,30,-11.3,0,-4.1000000000000005,331,0.21,0,0,930,6.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,2022,1,4,21,30,-13.5,0,-5.300000000000001,331,0.21,0,0,931,6.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,2022,1,4,22,30,-14,0,-6,330,0.21,0,0,932,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,2022,1,4,23,30,-14.4,0,-6.4,329,0.21,0,0,932,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,2022,1,5,0,30,-15,0,-6.800000000000001,327,0.21,0,0,932,5.6000000000000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,2022,1,5,1,30,-15.600000000000001,0,-7,328,0.21,0,0,932,5.300000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,2022,1,5,2,30,-16.3,0,-7.300000000000001,330,0.21,0,0,933,5.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,2022,1,5,3,30,-16.900000000000002,0,-7.7,332,0.21,0,0,933,5.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,2022,1,5,4,30,-17.400000000000002,0,-8.200000000000001,334,0.21,0,0,933,5.800000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,2022,1,5,5,30,-17.7,0,-8.8,337,0.21,0,0,933,5.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,2022,1,5,6,30,-17.900000000000002,0,-9.700000000000001,340,0.21,0,0,934,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,2022,1,5,7,30,-18.2,0,-10.8,343,0.21,0,0,934,5.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,2022,1,5,8,30,-18.6,17,-11.3,345,0.21,17,0,934,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,2022,1,5,9,30,-19.1,66,-11.200000000000001,347,0.21,65,4,934,5.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,2022,1,5,10,30,-19.6,81,-10.700000000000001,345,0.21,80,3,934,5.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,2022,1,5,11,30,-20.200000000000003,111,-10.4,344,0.21,110,3,934,5.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,2022,1,5,12,30,-20.700000000000003,104,-10.700000000000001,347,0.21,103,2,933,5.1000000000000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,2022,1,5,13,30,-20.8,36,-11.5,350,0.21,36,0,933,5.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,2022,1,5,14,30,-20.3,50,-12.3,355,0.21,50,0,933,5.6000000000000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,2022,1,5,15,30,-20.3,30,-12.8,359,0.21,30,1,934,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,2022,1,5,16,30,-20.200000000000003,36,-13.200000000000001,356,0.21,36,2,935,5.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,2022,1,5,17,30,-20.1,1,-13.4,357,0.21,1,0,936,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,2022,1,5,18,30,-20.1,0,-13.600000000000001,181,0.8,0,0,937,5.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,2022,1,5,19,30,-20.3,0,-13.700000000000001,4,0.8,0,0,937,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,2022,1,5,20,30,-20.700000000000003,0,-13.8,5,0.8,0,0,938,6.1000000000000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,2022,1,5,21,30,-21.1,0,-14,4,0.8,0,0,938,6.300000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,2022,1,5,22,30,-21.3,0,-14.200000000000001,3,0.8,0,0,939,6.300000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,2022,1,5,23,30,-21.5,0,-14.4,1,0.8,0,0,939,6.300000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,2022,1,6,0,30,-21.6,0,-14.600000000000001,178,0.8,0,0,940,6.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,2022,1,6,1,30,-21.700000000000003,0,-14.8,354,0.8,0,0,940,6.1000000000000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,2022,1,6,2,30,-21.8,0,-15.100000000000001,352,0.8,0,0,941,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,2022,1,6,3,30,-22.1,0,-15.4,349,0.8,0,0,941,5.800000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,2022,1,6,4,30,-22.6,0,-15.700000000000001,347,0.8,0,0,941,5.6000000000000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,2022,1,6,5,30,-22.900000000000002,0,-15.9,344,0.8,0,0,941,5.300000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,2022,1,6,6,30,-23.3,0,-16.1,342,0.8,0,0,941,5.1000000000000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,2022,1,6,7,30,-23.700000000000003,0,-16.3,340,0.8,0,0,941,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,2022,1,6,8,30,-24.200000000000003,31,-16.1,337,0.8,28,41,942,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,2022,1,6,9,30,-24.3,65,-15.4,333,0.8,59,29,942,4.800000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,2022,1,6,10,30,-24.3,155,-14.5,329,0.8,152,9,942,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,2022,1,6,11,30,-24.1,312,-13.5,324,0.8,192,288,941,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,2022,1,6,12,30,-23.8,481,-12.8,321,0.8,90,865,940,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,2022,1,6,13,30,-23.5,399,-12.5,318,0.8,193,469,939,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,2022,1,6,14,30,-23.1,268,-12.4,315,0.8,238,78,938,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,2022,1,6,15,30,-22.8,150,-12.600000000000001,310,0.8,144,23,937,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,2022,1,6,16,30,-22.6,74,-13,306,0.8,72,13,937,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,2022,1,6,17,30,-22.6,1,-13.200000000000001,288,0.8,1,0,937,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,2022,1,6,18,30,-22.3,0,-13.200000000000001,236,0.8,0,0,937,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,2022,1,6,19,30,-21.900000000000002,0,-13.200000000000001,196,0.8,0,0,936,1.2000000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,2022,1,6,20,30,-21.3,0,-13,193,0.8,0,0,936,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,2022,1,6,21,30,-20.5,0,-12.8,192,0.8,0,0,936,2.3000000000000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,2022,1,6,22,30,-19.5,0,-12.5,188,0.8,0,0,935,2.8000000000000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,2022,1,6,23,30,-18.7,0,-12.100000000000001,184,0.8,0,0,935,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,2022,1,7,0,30,-18.2,0,-11.9,180,0.8,0,0,933,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,2022,1,7,1,30,-18.2,0,-11.8,176,0.8,0,0,933,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,2022,1,7,2,30,-18.5,0,-11.9,167,0.8,0,0,933,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,2022,1,7,3,30,-18.7,0,-12.200000000000001,161,0.8,0,0,932,3.8000000000000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,2022,1,7,4,30,-18.900000000000002,0,-12.600000000000001,163,0.8,0,0,932,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,2022,1,7,5,30,-19,0,-12.8,167,0.8,0,0,932,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,2022,1,7,6,30,-19,0,-13,170,0.8,0,0,932,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,2022,1,7,7,30,-18.900000000000002,0,-12.9,172,0.8,0,0,931,4.6000000000000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,2022,1,7,8,30,-18.5,31,-11.8,177,0.8,22,140,931,5.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,2022,1,7,9,30,-17.7,132,-9.9,181,0.8,114,81,931,6.1000000000000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,2022,1,7,10,30,-16.8,168,-7.6000000000000005,181,0.8,159,28,930,6.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,2022,1,7,11,30,-15.700000000000001,296,-5.5,182,0.8,212,200,929,6.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,2022,1,7,12,30,-14.600000000000001,411,-3.6,182,0.8,206,452,927,6.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,2022,1,7,13,30,-13.5,405,-2.2,182,0.8,214,433,926,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,2022,1,7,14,30,-12.4,250,-1.6,182,0.8,188,163,925,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,2022,1,7,15,30,-11.600000000000001,238,-1.9000000000000001,181,0.8,149,315,925,6.6000000000000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,2022,1,7,16,30,-11.200000000000001,74,-3,179,0.8,72,12,925,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,2022,1,7,17,30,-11,2,-4,176,0.8,2,0,924,5.6000000000000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,2022,1,7,18,30,-10.8,0,-4.6000000000000005,173,0.76,0,0,924,5.800000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,2022,1,7,19,30,-10.700000000000001,0,-5.1000000000000005,171,0.76,0,0,924,5.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,2022,1,7,20,30,-10.700000000000001,0,-5.6000000000000005,171,0.76,0,0,923,5.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,2022,1,7,21,30,-10.8,0,-5.6000000000000005,176,0.76,0,0,923,6.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,2022,1,7,22,30,-10.8,0,-5.4,182,0.76,0,0,922,6.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,2022,1,7,23,30,-10.700000000000001,0,-5.4,183,0.76,0,0,922,5.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
